diff,distance,value
927491,32.86879124,110
927485,32.86882035,108
927480,32.86882035,112
927475,32.86882035,108
927470,32.86900204,108
927465,32.86882035,104
927460,32.86882035,95
927455,32.86882035,104
927450,32.86863866,93
927444,32.86866777,98
927439,32.86884946,102
927434,32.86884946,99
927429,32.86887857,103
927424,32.86887857,101
927419,32.86887857,103
927414,32.86887857,107
927409,32.86869688,109
927403,32.86869688,113
927398,32.86848607,123
927393,32.86848607,117
927388,32.86845696,122
927383,32.86845696,121
927378,32.86842785,115
927373,32.86842785,114
927368,32.86860955,113
927362,32.86860955,117
927357,32.86860955,114
927352,32.86863866,113
927347,32.86863866,110
927342,32.86860955,111
927337,32.86860955,106
927332,32.86860955,107
927327,32.86860955,104
927321,32.86863866,106
927316,32.86863866,105
927311,32.86863866,107
927306,32.86866777,112
927301,32.86882035,109
927296,32.86882035,113
927291,32.86863866,111
927286,32.86845696,111
927280,32.86863866,105
927275,32.86863866,104
927270,32.86863866,108
927265,32.86863866,109
927260,32.86845696,113
927255,32.86848607,112
927250,32.86848607,109
927245,32.86866777,108
927239,32.86866777,115
927234,32.86887857,111
927229,32.86887857,111
927224,32.86869688,114
927219,32.86869688,111
927214,32.86869688,112
927209,32.86869688,110
927204,32.86872599,108
927198,32.86872599,104
927193,32.86890768,113
927188,32.86890768,118
927183,32.86887857,117
927178,32.86884946,117
927173,32.86882035,122
927168,32.86900204,124
927163,32.86900204,120
927157,32.86918374,129
927152,32.86918374,131
927147,32.86918374,127
927142,32.86918374,128
927137,32.86918374,131
927132,32.86918374,129
927127,32.86915463,126
927122,32.86912552,120
927116,32.86930722,113
927111,32.86933632,113
927106,32.86933632,105
927101,32.86933632,111
927096,32.86951802,109
927091,32.86969971,106
927086,32.86969971,110
927081,32.86967061,110
927075,32.86969971,105
927070,32.86969971,99
927065,32.86988141,97
927060,32.86988141,101
927055,32.8700631,100
927050,32.8700631,104
927045,32.870034,110
927039,32.870034,101
927034,32.87021569,107
927029,32.870034,105
927024,32.8700631,102
927019,32.8698523,100
927014,32.8698523,101
927009,32.870034,102
927004,32.870034,104
926998,32.870034,104
926993,32.8698523,108
926988,32.86969971,98
926983,32.86972882,94
926978,32.86972882,97
926973,32.86975793,86
926968,32.86957624,89
926963,32.86960535,101
926957,32.86942366,101
926952,32.86942366,99
926947,32.86942366,104
926942,32.86942366,100
926937,32.86942366,98
926932,32.86942366,98
926927,32.86939454,99
926922,32.86936543,105
926916,32.86936543,109
926911,32.86915463,112
926906,32.86918374,116
926901,32.86918374,104
926896,32.86921285,108
926891,32.86921285,117
926886,32.86921285,115
926881,32.86921285,115
926876,32.86921285,118
926870,32.86921285,120
926865,32.86906027,122
926860,32.86906027,118
926855,32.86906027,117
926850,32.86906027,117
926845,32.86887857,114
926840,32.86890768,116
926835,32.86890768,118
926829,32.86911849,113
926824,32.8691476,112
926819,32.8691476,118
926814,32.8691476,116
926809,32.8691476,115
926804,32.8691476,107
926799,32.8691476,109
926794,32.8691476,102
926788,32.86917672,101
926783,32.86917672,100
926778,32.86917672,100
926773,32.8691476,100
926768,32.86917672,95
926763,32.86920583,99
926758,32.86920583,94
926753,32.86917672,92
926747,32.86935841,89
926742,32.86917672,95
926737,32.86899502,96
926732,32.86881333,100
926727,32.86881333,103
926722,32.86884244,101
926717,32.86902414,98
926712,32.86899502,93
926706,32.86902414,101
926701,32.86899502,96
926696,32.86902414,97
926691,32.86902414,102
926686,32.86902414,109
926681,32.86902414,106
926676,32.86902414,103
926671,32.86902414,101
926665,32.86884244,99
926660,32.86884244,102
926655,32.86884244,106
926650,32.86884244,112
926645,32.86884244,110
926640,32.86884244,105
926635,32.86884244,117
926630,32.86884244,116
926624,32.86884244,112
926619,32.86868987,116
926614,32.86887156,115
926609,32.86868987,117
926604,32.86868987,122
926599,32.86868987,121
926594,32.86868987,121
926589,32.86868987,118
926583,32.86868987,113
926578,32.86868987,125
926573,32.86868987,115
926568,32.86868987,108
926563,32.86868987,111
926558,32.86871898,114
926553,32.86853729,119
926548,32.86853729,115
926542,32.86871898,108
926537,32.86856641,112
926532,32.86859552,112
926527,32.86859552,116
926522,32.86859552,120
926517,32.86859552,113
926512,32.86877722,116
926507,32.86862464,120
926501,32.86865376,118
926496,32.86868288,116
926491,32.86868288,113
926486,32.868712,114
926481,32.86874112,118
926476,32.86874112,111
926471,32.86874112,111
926466,32.86874112,114
926460,32.86874112,110
926455,32.86877024,107
926450,32.86895193,105
926445,32.8691045,105
926440,32.8692862,105
926435,32.8692862,106
926430,32.86925708,110
926425,32.86904626,122
926420,32.86901715,118
926414,32.86901715,121
926409,32.86901715,118
926404,32.86901715,115
926399,32.86898803,113
926394,32.8691406,120
926389,32.8693223,122
926384,32.86916972,119
926379,32.86916972,119
926373,32.86895891,123
926368,32.86916972,123
926363,32.86919884,111
926358,32.86919884,114
926353,32.86938053,117
926348,32.86938053,120
926343,32.86938053,110
926338,32.86935141,115
926332,32.86935141,110
926327,32.8695331,110
926322,32.86950399,111
926317,32.86950399,113
926312,32.8695331,105
926307,32.8697148,102
926302,32.8697148,105
926297,32.86989649,101
926291,32.87007818,100
926286,32.8701073,98
926281,32.86992561,104
926276,32.86995473,100
926271,32.86995473,103
926266,32.86998384,97
926261,32.86998384,99
926256,32.86998384,96
926250,32.87016554,95
926245,32.87034723,101
926240,32.87037635,103
926235,32.87019466,108
926230,32.87004208,107
926225,32.86988951,105
926220,32.86988951,102
926215,32.86970782,106
926209,32.8696787,103
926204,32.86983127,103
926199,32.86998384,107
926194,32.86995473,108
926189,32.86995473,110
926184,32.86980215,106
926179,32.8696787,108
926174,32.86919187,104
926168,32.86876329,108
926163,32.86866898,114
926158,32.86851642,116
926153,32.86854555,118
926148,32.86842212,121
926143,32.86829869,125
926138,32.86835696,124
926133,32.86823354,123
926127,32.86805185,121
926122,32.86768847,124
926117,32.86747765,120
926112,32.86775363,121
926107,32.86805874,114
926102,32.86869811,111
926097,32.86869811,109
926092,32.86808787,102
926086,32.86757194,103
926081,32.86805874,98
926076,32.86815304,94
926071,32.8688798,93
926066,32.86872724,97
926061,32.86770228,97
926056,32.86779659,93
926050,32.8652614,99
926045,32.85710605,100
926040,32.83963801,95
926035,32.80537657,99
926030,32.76628641,99
926025,32.74358457,95
926020,32.73326215,95
926015,32.72305898,105
926010,32.70983687,113
926004,32.68632321,111
925999,32.63824049,102
925994,32.58000225,109
925989,32.51304823,99
925984,32.44481952,104
925979,32.38038605,107
925974,32.32553621,108
925969,32.28049093,108
925963,32.25255076,107
925958,32.25294285,110
925953,32.25334713,101
925948,32.25064288,98
925943,32.23732936,95
925938,32.21491713,107
925933,32.19052763,105
925928,32.17513334,115
925922,32.17099186,109
925917,32.16981055,107
925912,32.1731829,106
925907,32.1898093,111
925902,32.21309713,124
925897,32.22496729,128
925892,32.21183094,133
925887,32.19128679,130
925881,32.19397311,132
925876,32.20929517,125
925871,32.20611862,125
925866,32.20387726,123
925861,32.19820457,121
925856,32.1877521,117
925851,32.18003717,116
925846,32.16835853,116
925840,32.14900608,107
925835,32.13259146,104
925830,32.11015834,99
925825,32.08893298,98
925820,32.07858504,102
925815,32.06743226,102
925810,32.0486486,101
925805,32.02986091,101
925800,32.01574948,103
925794,32.01439883,108
925789,32.01439883,110
925784,32.01454512,114
925779,32.01469141,112
925774,32.01469141,111
925769,32.01472544,116
925764,32.01472544,118
925759,32.01451108,113
925753,32.01433076,109
925748,32.01429673,106
925743,32.01408237,108
925738,32.01386801,110
925733,32.01390204,116
925728,32.01390204,113
925723,32.01397011,114
925718,32.01403819,110
925712,32.01382383,109
925707,32.01375576,105
925702,32.01375576,106
925697,32.01382383,111
925692,32.01367754,118
925687,32.01313658,120
925682,32.01292222,110
925677,32.01252753,114
925671,32.0122451,109
925666,32.01168025,105
925661,32.01111542,98
925656,32.00874734,102
925651,31.99933292,103
925646,31.99911857,108
925641,31.99905052,103
925636,31.9990165,104
925630,31.99898248,99
925625,31.9991628,102
925620,31.99934313,107
925615,31.99941118,109
925610,31.99926487,119
925605,31.99911857,123
925600,31.99904033,120
925595,31.99889403,119
925589,31.99881579,122
925584,31.99903015,117
925579,31.99849935,120
925574,31.99776442,118
925569,31.99724391,120
925564,31.99702957,118
925559,31.99744801,119
925554,31.99645791,117
925548,31.98932313,110
925543,31.9831581,111
925538,31.97006913,111
925533,31.96580652,109
925528,31.96430225,106
925523,31.96185072,110
925518,31.96037138,108
925513,31.95901852,111
925507,31.97329764,117
925502,31.97304585,113
925497,31.96680676,119
925492,31.95933428,116
925487,31.95803042,117
925482,31.96650713,117
925477,31.97111567,118
925472,31.99230284,120
925467,32.03279907,123
925462,32.07574802,114
925456,32.11820371,116
925451,32.13961558,114
925446,32.15571241,108
925441,32.16394605,107
925436,32.16877884,98
925431,32.18369815,95
925426,32.20440245,94
925421,32.22713153,97
925415,32.24466437,106
925410,32.23493505,108
925405,32.20078958,105
925400,32.19222491,110
925395,32.19371417,112
925390,32.20294816,110
925385,32.22483077,112
925380,32.25146727,108
925374,32.2771635,109
925369,32.27354995,112
925364,32.264499,108
925359,32.26447188,104
925354,32.26428969,100
925349,32.26413463,95
925344,32.26452613,95
925339,32.26512693,93
925333,32.26370075,89
925328,32.25513473,89
925323,32.22479927,82
925318,32.17950161,90
925313,32.13086018,93
925308,32.09232177,95
925303,32.04798028,101
925298,32.00523403,104
925292,31.95306985,102
925287,31.90922953,104
925282,31.86822766,106
925277,31.83152285,104
925272,31.7923748,102
925267,31.74219132,105
925262,31.70397462,105
925257,31.68263725,109
925251,31.68206369,108
925246,31.68205924,115
925241,31.68210816,113
925236,31.68252168,106
925231,31.68379774,108
925226,31.67500789,109
925221,31.64205551,106
925215,31.59853954,111
925210,31.5563906,113
925205,31.50497199,109
925200,31.44147453,114
925195,31.3726248,108
925190,31.30643696,110
925185,31.23373871,97
925180,31.16740197,96
925175,31.1009617,101
925170,31.0359774,110
925164,30.96937645,114
925159,30.9337717,123
925154,30.90134063,129
925149,30.89287655,134
925144,30.89384151,139
925139,30.8733702,148
925134,30.81768152,152
925129,30.76194848,153
925123,30.69707919,156
925118,30.63403837,154
925113,30.56194272,159
925108,30.4920574,153
925103,30.42279255,151
925098,30.34973359,146
925093,30.28315029,141
925088,30.22766224,141
925082,30.17007274,137
925077,30.10893284,135
925072,30.03473558,137
925067,29.9589286,136
925062,29.8834426,133
925057,29.81313209,138
925052,29.74776025,141
925047,29.68593235,143
925041,29.61226471,145
925036,29.55058697,147
925031,29.49914799,151
925026,29.46956426,153
925021,29.44712855,149
925016,29.42108075,142
925011,29.38900626,143
925006,29.35095324,143
925001,29.30225619,157
924995,29.24448691,156
924990,29.18428811,148
924985,29.11538437,141
924980,29.04526028,138
924975,28.97215083,148
924970,28.89736116,145
924965,28.82788457,144
924960,28.78356531,153
924954,28.710224,157
924949,28.641219,156
924944,28.57677827,154
924939,28.52386854,150
924934,28.47662578,149
924929,28.42807992,149
924924,28.3785232,149
924919,28.33679009,153
924913,28.30121999,142
924908,28.27141733,143
924903,28.23319981,142
924898,28.22212059,137
924893,28.24140979,128
924888,28.24849432,121
924883,28.24400197,127
924877,28.1890011,123
924872,28.11298282,120
924867,28.03287761,118
924862,27.95226644,117
924857,27.8728145,113
924852,27.79874914,114
924847,27.72856708,110
924842,27.67334705,100
924836,27.6104917,102
924831,27.55417261,104
924826,27.496435,107
924821,27.44322117,101
924816,27.39600033,103
924811,27.35329357,110
924806,27.32208054,111
924801,27.2987937,115
924795,27.27650673,113
924790,27.25950145,112
924785,27.20751785,118
924780,27.13535665,131
924775,27.06134101,130
924770,26.99810732,141
924765,26.941042,136
924760,26.89590824,140
924754,26.85731974,134
924749,26.82385016,130
924744,26.78434135,131
924739,26.74773017,130
924734,26.71614666,133
924729,26.67912701,128
924724,26.64322755,118
924719,26.60806439,106
924713,26.56342428,103
924708,26.52672086,100
924703,26.48929834,105
924698,26.45000017,100
924693,26.4081588,103
924688,26.36481158,104
924683,26.31958712,101
924678,26.27583073,102
924672,26.22477644,109
924667,26.17358325,113
924662,26.09530864,119
924657,26.01591295,119
924652,25.91627567,119
924647,25.87258185,114
924642,25.85008006,116
924637,25.8400615,118
924631,25.84937392,118
924626,25.84955322,119
924621,25.84944853,122
924616,25.84962782,122
924611,25.84941122,121
924606,25.84912002,119
924601,25.84947143,121
924596,25.84956898,125
924590,25.84977843,126
924585,25.84952455,124
924580,25.84906122,125
924575,25.8483813,120
924570,25.84766409,129
924565,25.84666287,130
924560,25.84605039,134
924555,25.84692394,132
924549,25.87128629,131
924544,25.91139265,130
924539,25.95424271,137
924534,25.99799154,134
924529,26.0402278,134
924524,26.07726058,146
924519,26.10914317,148
924514,26.12743588,149
924508,26.13563125,138
924503,26.1852972,142
924498,26.2346831,135
924493,26.27413643,137
924488,26.31884456,131
924483,26.36371428,137
924478,26.41111608,126
924473,26.46235754,143
924467,26.52355637,148
924462,26.57288609,151
924457,26.62409222,152
924452,26.67880358,156
924447,26.7360319,159
924442,26.79691005,160
924437,26.85434891,171
924432,26.90929826,167
924426,26.98354793,175
924421,27.04823992,177
924416,27.11261232,190
924411,27.17710435,178
924406,27.24435388,177
924401,27.31190554,168
924396,27.37988615,161
924391,27.4460875,157
924385,27.50493974,154
924380,27.54419016,144
924375,27.58542956,134
924370,27.62630346,135
924365,27.66517525,133
924360,27.70311622,125
924355,27.73925063,113
924350,27.77612706,116
924344,27.81686173,109
924339,27.84395237,106
924334,27.856273,102
924329,27.8559134,100
924324,27.85535165,97
924319,27.85058862,99
924314,27.83889194,103
924309,27.83971357,100
924303,27.84756969,96
924298,27.8608148,91
924293,27.86649233,90
924288,27.86676223,85
924283,27.86698495,90
924278,27.86680941,91
924273,27.86698495,100
924268,27.86711331,110
924262,27.86724168,117
924257,27.8671945,120
924252,27.8671945,123
924247,27.8671945,125
924242,27.86754558,125
924237,27.86754558,127
924232,27.86754558,125
924227,27.8674984,124
924221,27.86732286,124
924216,27.86732286,118
924211,27.86745123,119
924206,27.86740405,112
924201,27.86718133,111
924196,27.86713415,109
924191,27.86718133,101
924186,27.86718133,106
924180,27.86745123,110
924175,27.86745123,119
924170,27.86745123,122
924165,27.86762677,122
924160,27.86780231,125
924155,27.86797786,128
924150,27.8681534,120
924145,27.86850449,118
924139,27.86890276,113
924134,27.8690783,111
924129,27.86912548,116
924124,27.86912548,110
924119,27.86917265,101
924114,27.86917265,95
924109,27.86899711,93
924104,27.86882157,97
924098,27.86882157,94
924093,27.86882157,93
924088,27.86904429,98
924083,27.86904429,102
924078,27.86909146,102
924073,27.86861202,107
924068,27.86813257,104
924062,27.86795703,104
924057,27.86813257,105
924052,27.86813257,111
924047,27.86782867,114
924042,27.86765313,111
924037,27.86747759,108
924032,27.86747759,113
924027,27.86730204,113
924021,27.8674304,110
924016,27.86760594,110
924011,27.86760594,110
924006,27.86760594,110
924001,27.86760594,109
923996,27.8674304,113
923991,27.86690378,111
923986,27.86672824,109
923980,27.86632997,112
923975,27.86628279,113
923970,27.86561462,110
923965,27.86464254,112
923960,27.86451418,111
923955,27.86429146,109
923950,27.86406873,101
923945,27.86367047,102
923940,27.86292112,102
923934,27.8623945,105
923929,27.86244168,107
923924,27.86226614,105
923919,27.8620906,106
923914,27.86164515,104
923909,27.86142242,102
923904,27.86115252,92
923899,27.86075425,94
923893,27.86053153,96
923888,27.86065989,103
923883,27.86083543,108
923878,27.86083543,111
923873,27.86083543,107
923868,27.86074107,102
923863,27.86047117,102
923858,27.86042399,99
923852,27.86037681,101
923847,27.86024844,98
923842,27.85972181,102
923837,27.86008608,100
923832,27.85992373,108
923827,27.85987654,101
923822,27.85973499,94
923817,27.85787972,88
923811,27.85787972,90
923806,27.85810244,87
923801,27.85837233,91
923796,27.8584195,91
923791,27.85851385,87
923786,27.85856103,87
923781,27.85878375,86
923776,27.85918202,87
923770,27.85935756,81
923765,27.85935756,83
923760,27.85940474,86
923755,27.85967464,88
923750,27.85989736,87
923745,27.86016726,88
923740,27.86038998,80
923735,27.86056552,82
923729,27.86074107,86
923724,27.86069389,86
923719,27.86069389,90
923714,27.86082225,90
923709,27.8609978,89
923704,27.86117334,90
923699,27.86139606,84
923694,27.86157161,91
923688,27.86179433,89
923683,27.86196987,87
923678,27.86214541,94
923673,27.86232096,89
923668,27.86232096,95
923663,27.86232096,103
923658,27.8624965,99
923653,27.86271922,99
923648,27.86311749,100
923642,27.86356293,99
923637,27.86378565,100
923632,27.86388001,92
923627,27.86357611,89
923622,27.86349493,91
923617,27.86358929,87
923612,27.86408193,86
923607,27.8647973,83
923601,27.86524275,81
923596,27.86538432,84
923591,27.86538432,85
923586,27.86543151,83
923581,27.8654787,83
923576,27.86570143,87
923571,27.86587697,90
923566,27.86587697,89
923560,27.86565424,92
923555,27.86565424,91
923550,27.86565424,95
923545,27.86565424,90
923540,27.86582978,90
923535,27.86582978,88
923530,27.86582978,85
923525,27.8660525,84
923519,27.86570143,83
923514,27.86517482,79
923509,27.86482374,81
923504,27.86460101,82
923499,27.86437828,76
923494,27.86420275,76
923489,27.86415555,75
923484,27.86410836,80
923478,27.86423671,77
923473,27.86458778,82
923468,27.86493886,82
923463,27.86493886,83
923458,27.86493886,81
923453,27.86481051,85
923448,27.86481051,87
923443,27.86463497,87
923438,27.86463497,90
923433,27.86481051,90
923427,27.86441225,91
923422,27.86379125,94
923417,27.86321745,92
923412,27.86299472,83
923407,27.86334579,83
923402,27.86409514,83
923397,27.86436506,87
923392,27.86458778,89
923386,27.86498605,93
923381,27.86503324,100
923376,27.8648577,107
923371,27.86516159,108
923366,27.86564102,108
923361,27.86634317,98
923356,27.86669425,100
923351,27.86686979,107
923345,27.86664707,106
923340,27.86589772,108
923335,27.86514837,103
923330,27.8647973,99
923325,27.86439903,96
923320,27.8641763,90
923315,27.86377804,87
923310,27.86342696,89
923304,27.86302869,89
923299,27.86285315,97
923294,27.86285315,100
923289,27.86325142,103
923284,27.86369687,115
923279,27.86404795,113
923274,27.86431787,116
923268,27.86481051,113
923263,27.86543151,107
923258,27.86578258,115
923253,27.86595812,108
923248,27.8663092,105
923243,27.86643755,105
923238,27.86678863,97
923233,27.86691698,96
923227,27.86709252,91
923222,27.86709252,79
923217,27.86728127,79
923212,27.86697739,80
923207,27.86662631,85
923202,27.86672069,83
923197,27.86676789,80
923192,27.86606574,87
923186,27.86576186,92
923181,27.86505972,92
923176,27.86493138,103
923171,27.86528245,99
923166,27.86580906,100
923161,27.86620733,107
923156,27.86638286,111
923151,27.86643006,116
923145,27.86611293,129
923140,27.86562028,133
923135,27.86450663,145
923130,27.86435184,147
923125,27.86376484,148
923120,27.86389319,152
923115,27.86304948,150
923109,27.86283995,161
923104,27.86592416,167
923099,27.87253432,169
923094,27.88650011,174
923089,27.90666054,172
923084,27.94079907,174
923079,27.98345746,180
923074,28.02685253,177
923068,28.07891274,178
923063,28.12353058,187
923058,28.16864868,191
923053,28.21426493,195
923048,28.25667891,193
923043,28.29489316,197
923038,28.33677931,203
923033,28.37341999,200
923027,28.40698936,210
923022,28.41083207,207
923017,28.41110729,217
923012,28.41205637,210
923007,28.41348313,211
923002,28.41446069,210
922997,28.41398298,212
922992,28.41488148,219
922986,28.42712179,220
922981,28.45317572,217
922976,28.49211871,212
922971,28.52869047,213
922966,28.57092761,214
922961,28.61988571,208
922956,28.67204878,206
922951,28.71373036,211
922946,28.73122822,224
922940,28.74576306,241
922935,28.76075645,243
922930,28.77872612,257
922925,28.79850918,273
922920,28.81642998,285
922915,28.83300671,292
922910,28.85731356,297
922905,28.89639201,300
922899,28.95269741,323
922894,28.99921306,329
922889,29.04612393,336
922884,29.10297328,338
922879,29.16196594,321
922874,29.21131898,334
922869,29.25472875,328
922864,29.29724782,341
922858,29.34648047,351
922853,29.37563404,368
922848,29.40999427,374
922843,29.45042683,386
922838,29.50440471,393
922833,29.56918302,403
922828,29.61395875,418
922822,29.65915035,425
922817,29.69441804,444
922812,29.73287702,450
922807,29.77202126,457
922802,29.81729596,467
922797,29.86877515,484
922792,29.92113507,488
922787,29.97045243,512
922781,30.01284911,532
922776,30.03420932,534
922771,30.05852098,544
922766,30.08074248,543
922761,30.11752552,555
922756,30.16406734,562
922751,30.2163558,563
922746,30.2540698,572
922740,30.31808571,557
922735,30.36806553,566
922730,30.41635112,569
922725,30.45939298,552
922720,30.49660867,546
922715,30.53568564,541
922710,30.57576393,544
922704,30.62522494,559
922699,30.6685287,552
922694,30.7128997,555
922689,30.77996327,550
922684,30.85332497,533
922679,30.90494303,524
922674,30.93608769,500
922669,30.97536984,499
922663,31.0656699,506
922658,31.13150806,488
922653,31.18418464,484
922648,31.23164568,470
922643,31.29304661,446
922638,31.36685886,445
922633,31.4390484,430
922627,31.52891698,454
922622,31.60216538,466
922617,31.68215947,478
922612,31.76911298,493
922607,31.8613806,490
922602,31.95718769,484
922597,32.05297234,493
922592,32.14210787,488
922586,32.24319739,481
922581,32.31167272,491
922576,32.36705606,488
922571,32.42516134,488
922566,32.48213746,468
922561,32.53686922,465
922556,32.58853583,448
922551,32.65403496,423
922545,32.74762847,414
922540,32.82513787,411
922535,32.87599728,403
922530,32.93427768,414
922525,33.00390441,423
922520,33.07335528,421
922515,33.1454533,428
922510,33.22666678,428
922504,33.32661573,428
922499,33.40039603,430
922494,33.47484925,439
922489,33.54825884,449
922484,33.61526646,466
922479,33.67425839,467
922474,33.71996759,467
922469,33.77975248,468
922463,33.85666421,460
922458,33.92583622,449
922453,33.99759597,442
922448,34.06644987,435
922443,34.10453888,429
922438,34.14329226,432
922433,34.18294802,438
922427,34.24652769,430
922422,34.31533372,415
922417,34.3797984,405
922412,34.42872089,390
922407,34.4744592,368
922402,34.49286164,368
922397,34.45963815,365
922392,34.42251548,355
922386,34.45025013,355
922381,34.51616517,364
922376,34.57803612,353
922371,34.62271659,347
922366,34.66235369,353
922361,34.69797726,346
922356,34.7309151,358
922351,34.77164104,370
922345,34.84808143,374
922340,34.92835859,387
922335,35.01331816,396
922330,35.107237,400
922325,35.15820121,422
922320,35.19354554,422
922315,35.2178959,449
922310,35.22744704,461
922304,35.17929788,450
922299,35.14157285,464
922294,35.14793481,469
922289,35.12253563,491
922284,35.08433994,510
922279,35.028902,504
922274,34.9638362,506
922269,34.89901015,512
922263,34.82951807,514
922258,34.83124674,498
922253,34.88306835,476
922248,34.94170808,466
922243,34.97101004,477
922238,34.97307682,471
922233,34.96985287,462
922228,34.96404108,433
922223,34.96159078,422
922217,34.98047621,426
922212,35.03133044,438
922207,35.06626337,435
922202,35.05711166,427
922197,35.06483394,441
922192,35.12400472,432
922187,35.18434525,428
922182,35.2443409,432
922176,35.25004546,448
922171,35.23394166,459
922166,35.27945066,471
922161,35.34784925,465
922156,35.39591305,449
922151,35.44428375,437
922146,35.48220453,426
922141,35.51384384,412
922136,35.5425668,398
922130,35.58032609,401
922125,35.61083612,397
922120,35.645458,385
922115,35.68228994,359
922110,35.72873767,355
922105,35.78428145,343
922100,35.83784375,346
922095,35.89134184,352
922089,35.96255873,349
922084,36.02128457,361
922079,36.05545178,350
922074,36.06465603,329
922069,36.07154381,299
922064,36.07446879,280
922059,36.06636647,256
922054,36.03228081,240
922048,36.0051891,209
922043,36.02116964,212
922038,36.04009041,234
922033,36.05573671,253
922028,36.07669191,260
921987,36.27230741,546
921982,36.29505009,556
921977,36.32817109,548
921972,36.35501576,533
921967,36.35477628,537
921961,36.33039076,564
921956,36.31204278,570
921951,36.2944353,530
921946,36.28495606,528
921941,36.32450551,534
921936,36.39211188,527
921931,36.46815417,537
921926,36.52987093,558
921920,36.60404989,578
921915,36.68361702,578
921910,36.76165981,586
921905,36.83281487,583
921900,36.87863604,557
921895,36.94605424,548
921890,37.02287335,574
921885,37.10607162,574
921879,37.20701497,588
921874,37.28411534,596
921869,37.35340793,586
921864,37.42926892,566
921859,37.50251091,553
921854,37.57765747,549
921849,37.65758929,541
921844,37.73818497,538
921838,37.8361524,543
921833,37.91995606,564
921828,37.99931526,566
921823,38.06284674,558
921818,38.12051961,542
921813,38.18152222,542
921808,38.24301227,547
921803,38.30885072,535
921797,38.39002804,516
921792,38.45502012,512
921787,38.51085197,516
921782,38.55676832,506
921777,38.60706605,495
921772,38.6727852,486
921767,38.73148113,459
921761,38.78605917,469
921756,38.82888607,455
921751,38.86691236,478
921746,38.90316276,475
921741,38.93401065,489
921736,38.96549845,498
921731,38.99754951,490
921726,39.04466453,488
921720,39.11322114,494
921715,39.15803713,500
921710,39.20671295,484
921705,39.25935407,499
921700,39.31453068,492
921695,39.36392334,501
921690,39.40952642,474
921685,39.45224647,463
921679,39.50177566,441
921674,39.53639479,436
921669,39.55905302,441
921664,39.55914638,428
921659,39.55914638,440
921654,39.55900339,435
921649,39.55862405,429
921644,39.55862405,419
921638,39.55871741,416
921633,39.5588604,415
921628,39.55891003,404
921623,39.55905302,411
921618,39.55910265,420
921613,39.55924564,434
921608,39.55953163,422
921602,39.55981761,431
921597,39.5599606,431
921592,39.56019695,440
921587,39.56057629,443
921582,39.56066965,450
921577,39.560906,450
921572,39.56109271,449
921567,39.5613787,461
921561,39.56190103,461
921556,39.56180768,465
921551,39.56209366,467
921546,39.56209366,483
921541,39.56200031,489
921536,39.56185732,484
921531,39.56176396,478
921525,39.56143426,468
921520,39.56110456,460
921515,39.56091785,473
921510,39.56073114,467
921505,39.56078079,459
921500,39.56059409,460
921495,39.56040739,463
921490,39.56050669,457
921484,39.56060599,455
921479,39.56065565,438
921474,39.56065565,424
921469,39.5607053,427
921464,39.56066162,426
921459,39.56023858,436
921454,39.55976588,426
921449,39.55976588,426
921443,39.55938652,422
921438,39.55857816,408
921433,39.55814915,403
921428,39.55800615,401
921423,39.5585722,405
921418,39.55890189,432
921413,39.5585603,458
921408,39.55736668,469
921403,39.55599231,504
921397,39.55451866,514
921392,39.55323766,538
921387,39.57463658,550
921382,39.61191657,567
921377,39.64678958,605
921372,39.66711624,639
921367,39.6997214,677
921362,39.76166341,687
921356,39.83978991,696
921351,39.90523907,699
921346,39.97124678,684
921341,40.03634755,680
921336,40.09898031,681
921331,40.15744322,675
921326,40.20265195,683
921321,40.24716166,690
921315,40.30266144,666
921310,40.34919005,642
921305,40.39490495,613
921300,40.44174903,601
921295,40.48578691,600
921290,40.52788999,598
921285,40.5718993,620
921280,40.6183766,592
921274,40.67336719,591
921269,40.71240422,580
921264,40.74601845,592
921259,40.77694064,604
921254,40.80735735,609
921249,40.83837791,603
921244,40.86994164,618
921239,40.91825508,645
921233,40.99156695,639
921228,41.05319486,648
921223,41.10981812,649
921218,41.17356656,682
921213,41.24480235,703
921208,41.31016645,720
921203,41.36470605,717
921198,41.41205989,727
921192,41.47397943,768
921187,41.53511158,803
921182,41.58761739,798
921177,41.62537661,781
921172,41.66289601,785
921167,41.6990366,761
921162,41.73595172,745
921157,41.77275841,723
921151,41.8121243,683
921146,41.84397494,652
921141,41.8632883,625
921136,41.87049709,593
921131,41.89391198,564
921126,41.93695338,534
921121,41.98785475,530
921116,42.0426713,524
921110,42.11009697,516
921105,42.16405972,511
921100,42.21434201,498
921095,42.25851704,497
921090,42.29617852,501
921085,42.32312946,508
921080,42.34418362,517
921075,42.36240828,514
921069,42.38981977,497
921064,42.4217817,496
921059,42.45576314,493
921054,42.49643136,499
921049,42.54597971,494
921044,42.59060484,508
921039,42.62060816,506
921034,42.64085457,505
921028,42.67382336,496
921023,42.7201244,489
921018,42.76925529,479
921013,42.81922062,473
921008,42.86885508,463
921003,42.9288202,426
920998,42.9935037,408
920993,43.06248229,382
920988,43.1270801,365
920982,43.19490015,341
920977,43.24690408,336
920972,43.30106555,320
920967,43.36256931,314
920962,43.417975,319
920957,43.46760456,308
920952,43.51606604,291
920947,43.56347667,289
920941,43.61955176,302
920936,43.65524648,298
